nome;cultura;saco;preco
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 72 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 72 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 80 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 80 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV BRS ZURI VC 80 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 35 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 35 15KG;Pecuária;15 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 35 20KG;Pecuária;20 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 42 15KG;Pecuária;15 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 42 20KG;Pecuária;20 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 60 05KG;Pecuária;05 kg;0
UROCHLOA HUMIDICOLA CV HUMIDICOLA VC 60 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA HUMIDICOLA SBS  VC35 15KG;Pecuária;15 kg;0
UROCHLOA HUMIDICOLA HUMIDICOLA SBS  VC35 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS  VC50 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS  VC50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS  VC50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS  VC50 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA CV BRS RB331 IPYPORA;Pecuária;—;0
UROCHLOA BRIZANTHA CV BRS RB331 IPYPORA VC 50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV BRS RB331 IPYPORA VC 50 20KG (CANCELADO USAR COD.6977);Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV BRS RB331 IPYPORA VC 80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA CV BRS RB331 IPYPORA VC 80 05KG;Pecuária;05 kg;0
UROCHLOA HUMIDICOLA CV LLANERO;Pecuária;—;0
UROCHLOA HUMIDICOLA CV LLANERO S1 01KG;Pecuária;01 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 36 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 36 20KG;Pecuária;20 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 50 05KG;Pecuária;05 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 50 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 50 15KG;Pecuária;15 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 50 20KG;Pecuária;20 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 80 05KG;Pecuária;05 kg;0
UROCHLOA HUMIDICOLA CV LLANERO VC 80 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS  VC50 1000KG;Pecuária;1000 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS  VC50 15KG;Pecuária;15 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS  VC50 20KG;Pecuária;20 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS  VC50 500KG;Pecuária;500 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS  VC36 20KG;Pecuária;20 kg;0
SEM UROCHLOA BRIZANTHA CV MARANDU VC 80 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MARANDU;Pecuária;—;0
UROCHLOA BRIZANTHA CV MARANDU S1 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 36 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 36 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 36 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 50 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 50 12KG;Pecuária;12 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 50 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 60 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 02KG;Pecuária;02 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 05KG;Pecuária;05 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 2KG;Pecuária;2 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA MARANDU SBS  VC36 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA MARANDU SBS  VC50 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA MARANDU SBS  VC50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA MARANDU SBS  VC50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA MARANDU SBS  VC50 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA MARANDU SBS  VC50 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MARANDU VC 42 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI;Pecuária;—;0
MEGATHYRSUS MAXIMUS CV MASSAI  S1 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 25 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 25 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 25 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 35 12KG;Pecuária;12 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 72 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI VC 80 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MASSAI  VC 75 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS  VC50 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA CV MG-4 VC 36 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MG-4 VC 50 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MG-4 VC 50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA CV MG-4 VC 50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MG-4 VC 80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA MG-4 SBS  VC50 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA MG-4 SBS  VC50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA MG-4 SBS  VC50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA MG-4 SBS  VC50 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA MG-4 SBS  VC50 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MG-5;Pecuária;—;0
UROCHLOA BRIZANTHA CV MG-5 S1 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 50 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 80 02KG;Pecuária;02 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 80 05KG;Pecuária;05 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA CV MG-5 VC 80 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA MG-5 SBS  VC50 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA MG-5 SBS  VC50 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA MG-5 SBS  VC50 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA MG-5 SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 25 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 80 05 KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MIYAGUI VC 80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA;Pecuária;—;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA S1 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 25 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 25 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 25 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 35 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 35 12KG;Pecuária;12 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 36 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 50 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 50 15 KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 72 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 80 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 80 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 80 2KG;Pecuária;2 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV MOMBAÇA VC 75 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 75 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA;Pecuária;—;0
MEGATHYRSUS MAXIMUS CV MOMBACA S1 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 25 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 25 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 25 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 35 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 35 12KG;Pecuária;12 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 36 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 50 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 50 15 KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 72 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 80 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 80 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV MOMBACA VC 80 2KG;Pecuária;2 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV BRS QUENIA VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV BRS QUENIA VC 80 05KG;Pecuária;05 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS;Agricultura;—;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 12KG;Agricultura;12 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 15KG;Agricultura;15 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 50 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 - TRATADA - 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 02KG;Agricultura;02 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 05KG;Agricultura;05 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 15KG;Agricultura;15 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 25KG;Agricultura;25 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 30KG;Agricultura;30 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 1000KG;Agricultura;1000 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 15KG;Agricultura;15 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS  VC50 500KG;Agricultura;500 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS CV TANZANIA-1 VC 72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS  VC50 500KG;Pecuária;500 kg;0
